1, 5946
2, 602
3, 411
4, 297
5, 371
6, 309
7, 306
8, 436
9, 404
10, 341
11, 4132
12, 347
13, 366
14, 1538
15, 439
16, 335
17, 530
18, 323
19, 316
20, 353
21, 465
22, 341
23, 375
24, 397
25, 450
26, 346
27, 341
28, 355
29, 484
30, 3501
31, 359
32, 358
33, 352
34, 342
35, 390
36, 322
37, 322
38, 292
39, 285
40, 421
41, 286
42, 394
43, 343
44, 346
45, 323
46, 316
47, 351
48, 310
49, 307
50, 1762
51, 441
52, 347
53, 411
54, 496
55, 327
56, 405
57, 335
58, 341
59, 402
60, 3145
61, 341
62, 310
63, 314
64, 309
65, 296
66, 1821
67, 281
68, 337
69, 359
70, 319
71, 296
72, 300
73, 358
74, 324
75, 350
76, 343
77, 387
78, 333
79, 328
80, 317
81, 339
82, 302
83, 291
84, 329
85, 286
86, 283
87, 1767
88, 292
89, 306
90, 457
91, 303
92, 398
93, 295
94, 366
95, 350
96, 306
97, 305
98, 424
99, 311
100, 285
101, 443
102, 304
103, 376
104, 523
105, 293
106, 296
107, 352
108, 1797
109, 444
110, 355
111, 487
112, 381
113, 318
114, 387
115, 327
116, 325
117, 537
118, 340
119, 320
120, 442
121, 391
122, 374
123, 304
124, 315
125, 372
126, 343
127, 393
128, 7487
129, 326
130, 325
131, 324
132, 381
133, 304
134, 337
135, 319
136, 320
137, 378
138, 336
139, 323
140, 1810
141, 339
142, 317
143, 307
144, 361
145, 341
146, 426
147, 306
148, 312
149, 312
150, 310
151, 419
152, 368
153, 317
154, 432
155, 381
156, 364
157, 325
158, 337
159, 292
160, 300
161, 304
162, 1713
163, 338
164, 523
165, 298
166, 283
167, 292
168, 293
169, 380
170, 353
171, 441
172, 293
173, 287
174, 304
175, 348
176, 345
177, 282
178, 342
179, 351
180, 467
181, 299
182, 365
183, 1833
184, 297
185, 345
186, 297
187, 372
188, 351
189, 295
190, 79208
191, 522
192, 338
193, 319
194, 391
195, 299
196, 365
197, 458
198, 447
199, 331
200, 328
201, 393
202, 347
203, 334
204, 2634
205, 549
206, 348
207, 319
208, 313
209, 433
210, 315
211, 313
212, 364
213, 308
214, 361
215, 516
216, 331
217, 286
218, 371
219, 447
220, 327
221, 871
222, 403
223, 375
224, 332
225, 409
226, 1757
227, 336
228, 392
229, 376
230, 431
231, 318
232, 320
233, 415
234, 334
235, 321
236, 342
237, 316
238, 312
239, 391
240, 361
241, 364
242, 342
243, 487
244, 356
245, 329
246, 331
247, 1923
248, 317
249, 336
250, 411
251, 331
252, 340
253, 333
254, 392
255, 330
256, 305
257, 350
258, 20873
259, 409
260, 359
261, 357
262, 401
263, 363
264, 344
265, 423
266, 367
267, 360
268, 386
269, 438
270, 404
271, 374
272, 357
273, 319
274, 374
275, 295
276, 336
277, 308
278, 3640
279, 379
280, 297
281, 349
282, 327
283, 296
284, 311
285, 326
286, 349
287, 434
288, 306
289, 367
290, 360
291, 363
292, 400
293, 333
294, 316
295, 325
296, 377
297, 301
298, 318
299, 1768
300, 309
301, 319
302, 297
303, 338
304, 303
305, 311
306, 294
307, 369
308, 351
309, 345
310, 355
311, 345
312, 295
313, 446
314, 280
315, 296
316, 330
317, 349
318, 291
319, 350
320, 1925
321, 207
322, 364
323, 343
324, 330
325, 362
326, 316
327, 351
328, 327
329, 323
330, 316
331, 321
332, 314
333, 328
334, 308
335, 388
336, 416
337, 320
338, 324
339, 326
340, 340
341, 315
342, 389
343, 1747
344, 306
345, 400
346, 313
347, 345
348, 322
349, 328
350, 329
351, 389
352, 323
353, 312
354, 350
355, 309
356, 325
357, 310
358, 277
359, 294
360, 282
361, 288
362, 377
363, 281
364, 1932
365, 434
366, 285
367, 297
368, 343
369, 366
370, 280
371, 437
372, 280
373, 362
374, 589
375, 285
376, 482
377, 409
378, 312
379, 279
380, 439
381, 289
382, 293
383, 375
384, 515
385, 1876
386, 442
387, 328
388, 294
389, 296
390, 283
391, 322
392, 368
393, 327
394, 326
395, 425
396, 287
397, 466
398, 351
399, 358
400, 315
401, 410
402, 320
403, 298
404, 394
405, 339
406, 295
407, 1733
408, 438
409, 457
410, 525
411, 351
412, 314
413, 343
414, 313
415, 416
416, 311
417, 339
418, 368
419, 334
420, 317
421, 329
422, 315
423, 319
424, 286
425, 292
426, 334
427, 336
428, 1690
429, 322
430, 405
431, 339
432, 289
433, 287
434, 293
435, 435
436, 508
437, 299
438, 313
439, 348
440, 281
441, 289
442, 280
443, 282
444, 418
445, 423
446, 348
447, 405
448, 314
449, 1749
450, 333
451, 407
452, 324
453, 406
454, 315
455, 308
456, 312
457, 338
458, 507
459, 314
460, 481
461, 318
462, 525
463, 312
464, 380
465, 352
466, 339
467, 332
468, 328
469, 313
470, 431
471, 1992
472, 384
473, 304
474, 482
475, 303
476, 292
477, 288
478, 428
479, 293
480, 284
481, 350
482, 278
483, 311
484, 486
485, 367
486, 360
487, 355
488, 331
489, 315
490, 323
491, 377
492, 1727
493, 347
494, 296
495, 434
496, 317
497, 292
498, 295
499, 346
500, 349
501, 517
502, 339
503, 316
504, 340
505, 325
506, 328
507, 335
508, 328
509, 333
510, 314
511, 445
512, 312
513, 1812
514, 320
515, 317
516, 338
517, 400
518, 313
519, 462
520, 307
521, 389
522, 311
523, 290
524, 411
525, 497
526, 309
527, 432
528, 311
529, 312
530, 362
531, 364
532, 410
533, 335
534, 338
535, 1768
536, 549
537, 335
538, 353
539, 317
540, 314
541, 406
542, 318
543, 26441
544, 388
545, 346
546, 322
547, 388
548, 304
549, 338
550, 352
551, 302
552, 280
553, 291
554, 427
555, 334
556, 282
557, 287
558, 283
559, 283
560, 384
561, 365
562, 364
563, 338
564, 325
565, 316
566, 512
567, 340
568, 321
569, 320
570, 516
571, 427
572, 382
573, 301
574, 289
575, 3098
576, 345
577, 290
578, 317
579, 288
580, 293
581, 396
582, 396
583, 355
584, 380
585, 280
586, 342
587, 286
588, 339
589, 473
590, 307
591, 357
592, 405
593, 397
594, 427
595, 331
596, 1856
597, 359
598, 323
599, 323
600, 413
601, 313
602, 476
603, 313
604, 561
605, 354
606, 318
607, 392
608, 333
609, 308
610, 382
611, 320
612, 325
613, 350
614, 344
615, 465
616, 332
617, 345
618, 1962
619, 324
620, 332
621, 390
622, 393
623, 379
624, 340
625, 317
626, 330
627, 277
628, 293
629, 284
630, 297
631, 283
632, 313
633, 372
634, 281
635, 281
636, 343
637, 282
638, 280
639, 1757
640, 500
641, 299
642, 282
643, 295
644, 298
645, 324
646, 278
647, 379
648, 285
649, 371
650, 348
651, 440
652, 303
653, 291
654, 347
655, 288
656, 316
657, 421
658, 284
659, 276
660, 1772
661, 319
662, 430
663, 284
664, 371
665, 360
666, 280
667, 330
668, 438
669, 369
670, 310
671, 408
672, 313
673, 285
674, 338
675, 303
676, 279
677, 293
678, 359
679, 360
680, 338
681, 336
682, 1718
683, 384
684, 283
685, 353
686, 349
687, 305
688, 287
689, 440
690, 315
691, 356
692, 496
693, 314
694, 348
695, 335
696, 322
697, 343
698, 317
699, 376
700, 359
701, 318
702, 285
703, 1757
704, 342
705, 350
706, 321
707, 297
708, 351
709, 417
710, 385
711, 344
712, 409
713, 318
714, 339
715, 356
716, 356
717, 508
718, 336
719, 348
720, 336
721, 335
722, 351
723, 332
724, 1799
725, 407
726, 431
727, 326
728, 334
729, 325
730, 323
731, 323
732, 344
733, 475
734, 310
735, 541
736, 329
737, 313
738, 340
739, 324
740, 330
741, 349
742, 425
743, 317
744, 324
745, 357
746, 1768
747, 327
748, 314
749, 413
750, 343
751, 654
752, 283
753, 371
754, 350
755, 312
756, 297
757, 287
758, 303
759, 347
760, 451
761, 371
762, 284
763, 282
764, 422
765, 429
766, 288
767, 1814
768, 304
769, 292
770, 372
771, 408
772, 358
773, 406
774, 370
775, 334
776, 332
777, 452
778, 421
779, 311
780, 435
781, 341
782, 344
783, 327
784, 432
785, 338
786, 404
787, 345
788, 1875
789, 359
790, 350
791, 319
792, 337
793, 403
794, 325
795, 333
796, 293
797, 374
798, 341
799, 332
800, 324
801, 323
802, 325
803, 323
804, 316
805, 328
806, 419
807, 312
808, 326
809, 411
810, 1742
811, 319
812, 353
813, 322
814, 332
815, 345
816, 316
817, 319
818, 338
819, 314
820, 389
821, 418
822, 518
823, 317
824, 346
825, 502
826, 330
827, 327
828, 350
829, 493
830, 439
831, 1743
832, 359
833, 391
834, 326
835, 486
836, 331
837, 334
838, 329
839, 321
840, 494
841, 325
842, 345
843, 511
844, 324
845, 323
846, 313
847, 482
848, 311
849, 317
850, 356
851, 322
852, 1944
853, 448
854, 741
855, 327
856, 292
857, 279
858, 334
859, 294
860, 506
861, 359
862, 298
863, 385
864, 352
865, 323
866, 313
867, 437
868, 302
869, 290
870, 283
871, 339
872, 299
873, 283
874, 1873
875, 361
876, 438
877, 294
878, 423
879, 287
880, 284
881, 300
882, 343
883, 358
884, 362
885, 344
886, 403
887, 330
888, 393
889, 349
890, 311
891, 642
892, 326
893, 331
894, 333
895, 3132
896, 357
897, 364
898, 343
899, 332
900, 333
901, 319
902, 330
903, 315
904, 383
905, 451
906, 324
907, 328
908, 298
909, 285
910, 284
911, 439
912, 425
913, 283
914, 365
915, 353
916, 1926
917, 347
918, 730
919, 379
920, 349
921, 344
922, 410
923, 357
924, 357
925, 488
926, 314
927, 319
928, 509
929, 317
930, 333
931, 342
932, 334
933, 303
934, 397
935, 288
936, 288
937, 294
938, 5066
939, 464
940, 295
941, 535
942, 545
943, 360
944, 371
945, 363
946, 357
947, 330
948, 426
949, 323
950, 348
951, 365
952, 367
953, 317
954, 425
955, 334
956, 409
957, 317
958, 337
959, 1755
960, 344
961, 367
962, 331
963, 373
964, 421
965, 322
966, 356
967, 321
968, 353
969, 456
970, 314
971, 335
972, 320
973, 334
974, 305
975, 325
