N,Tiempo
10175, 400
10176, 100
10177, 100
10178, 100
10179, 100
10180, 100
10181, 200
10182, 200
10183, 100
10184, 200
10185, 200
10186, 300
10187, 200
10188, 200
10189, 300
10190, 100
10191, 200
10192, 200
10193, 100
10194, 200
10195, 300
10196, 300
10197, 100
10198, 100
10199, 100
10200, 100
10201, 100
10202, 100
10203, 200
10204, 300
10205, 200
10206, 100
10207, 100
10208, 0
10209, 200
10210, 300
10211, 200
10212, 100
10213, 200
10214, 100
10215, 100
10216, 300
10217, 300
10218, 0
10219, 200
10220, 200
10221, 200
10222, 0
10223, 400
10224, 100
10225, 300
10226, 300
10227, 200
10228, 200
10229, 200
10230, 200
10231, 100
10232, 100
10233, 300
10234, 200
10235, 200
10236, 100
10237, 200
10238, 300
10239, 100
10240, 0
10241, 200
10242, 100
10243, 300
10244, 100
10245, 200
10246, 200
10247, 100
10248, 200
10249, 100
10250, 300
10251, 200
10252, 100
10253, 200
10254, 800
10255, 600
10256, 300
10257, 200
10258, 100
10259, 100
10260, 100
10261, 100
10262, 200
10263, 100
10264, 0
10265, 0
10266, 100
10267, 300
10268, 300
10269, 100
10270, 100
10271, 100
10272, 300
10273, 100
10274, 200
10275, 200
10276, 300
10277, 100
10278, 200
10279, 300
10280, 100
10281, 200
10282, 300
10283, 100
10284, 100
10285, 200
10286, 100
10287, 100
10288, 0
10289, 200
10290, 200
10291, 200
10292, 100
10293, 300
10294, 300
10295, 100
10296, 100
10297, 200
10298, 100
10299, 100
10300, 100
10301, 200
10302, 100
10303, 0
10304, 0
10305, 200
10306, 200
10307, 200
10308, 200
10309, 200
10310, 300
10311, 200
10312, 300
10313, 0
10314, 0
10315, 200
10316, 200
10317, 100
10318, 300
10319, 100
10320, 100
10321, 0
10322, 100
10323, 100
10324, 200
10325, 200
10326, 300
10327, 100
10328, 300
10329, 100
10330, 0
10331, 300
10332, 100
10333, 400
10334, 100
10335, 400
10336, 300
10337, 200
10338, 300
10339, 0
10340, 100
10341, 400
10342, 100
10343, 300
10344, 300
10345, 100
10346, 100
10347, 300
10348, 300
10349, 200
10350, 0
10351, 200
10352, 100
10353, 200
10354, 700
10355, 400
10356, 100
10357, 100
10358, 100
10359, 200
10360, 300
10361, 100
10362, 200
10363, 200
10364, 100
10365, 300
10366, 100
10367, 300
10368, 200
10369, 100
10370, 0
10371, 100
10372, 300
10373, 400
10374, 100
10375, 0
10376, 400
10377, 300
10378, 100
10379, 500
10380, 300
10381, 100
10382, 100
10383, 200
10384, 200
10385, 300
10386, 200
10387, 400
10388, 100
10389, 200
10390, 100
10391, 100
10392, 100
10393, 100
10394, 100
10395, 100
10396, 200
10397, 100
10398, 200
10399, 100
10400, 0
10401, 200
10402, 100
10403, 100
10404, 100
10405, 100
10406, 0
10407, 0
10408, 0
10409, 0
10410, 100
10411, 100
10412, 300
10413, 100
10414, 0
10415, 200
10416, 200
10417, 200
10418, 200
10419, 100
10420, 100
10421, 0
10422, 200
10423, 200
10424, 300
10425, 100
10426, 400
10427, 200
10428, 300
10429, 300
10430, 100
10431, 200
10432, 200
10433, 100
10434, 100
10435, 100
10436, 200
10437, 200
10438, 100
10439, 100
10440, 200
10441, 200
10442, 200
10443, 0
10444, 0
10445, 100
10446, 100
10447, 100
10448, 200
10449, 0
10450, 100
10451, 300
10452, 300
10453, 300
10454, 100
10455, 300
10456, 400
10457, 200
10458, 500
10459, 200
10460, 100
10461, 200
10462, 100
10463, 0
10464, 0
10465, 300
10466, 200
10467, 100
10468, 200
10469, 100
10470, 0
10471, 100
10472, 0
10473, 0
10474, 0
10475, 100
10476, 200
10477, 200
10478, 200
10479, 400
10480, 600
10481, 100
10482, 100
10483, 200
10484, 100
10485, 400
10486, 200
10487, 300
10488, 300
10489, 100
10490, 0
10491, 100
10492, 200
10493, 100
10494, 200
10495, 300
10496, 100
10497, 100
10498, 0
10499, 0
10500, 0
10501, 200
10502, 100
10503, 200
10504, 0
10505, 200
10506, 0
10507, 0
10508, 200
10509, 200
10510, 400
10511, 100
10512, 100
10513, 200
10514, 200
10515, 200
10516, 100
10517, 200
10518, 200
10519, 100
10520, 200
10521, 400
10522, 100
10523, 200
10524, 300
10525, 300
10526, 200
10527, 200
10528, 0
10529, 100
10530, 100
10531, 100
10532, 200
10533, 100
10534, 0
10535, 200
10536, 0
10537, 200
10538, 0
10539, 100
10540, 100
10541, 100
10542, 200
10543, 100
10544, 0
10545, 200
10546, 100
10547, 100
10548, 200
10549, 0
10550, 100
10551, 300
10552, 0
10553, 100
10554, 0
10555, 100
10556, 200
10557, 200
10558, 300
10559, 100
10560, 500
10561, 200
10562, 500
10563, 200
10564, 100
10565, 200
10566, 100
10567, 200
10568, 0
10569, 0
10570, 100
10571, 100
10572, 200
10573, 100
10574, 300
10575, 100
10576, 0
10577, 100
10578, 0
10579, 100
10580, 100
10581, 100
10582, 100
10583, 100
10584, 200
10585, 200
10586, 200
10587, 300
10588, 300
10589, 200
10590, 200
10591, 300
10592, 100
10593, 100
10594, 300
10595, 100
10596, 100
10597, 100
10598, 100
10599, 0
10600, 0
10601, 0
10602, 0
10603, 0
10604, 200
10605, 400
10606, 400
10607, 100
10608, 300
10609, 100
10610, 200
10611, 100
10612, 100
10613, 400
10614, 100
10615, 100
10616, 300
10617, 200
10618, 100
10619, 100
10620, 100
10621, 200
10622, 100
10623, 100
10624, 100
10625, 0
10626, 300
10627, 100
10628, 100
10629, 300
10630, 100
10631, 200
10632, 200
10633, 100
10634, 200
10635, 200
10636, 400
10637, 300
10638, 0
10639, 200
10640, 300
10641, 300
10642, 100
10643, 200
10644, 0
10645, 0
10646, 100
10647, 100
10648, 100
10649, 100
10650, 100
10651, 200
10652, 100
10653, 100
10654, 0
10655, 100
10656, 100
10657, 300
10658, 0
10659, 0
10660, 0
10661, 0
10662, 100
10663, 200
10664, 200
10665, 300
10666, 200
10667, 100
10668, 100
10669, 200
10670, 200
10671, 100
10672, 200
10673, 300
10674, 200
10675, 100
10676, 100
10677, 300
10678, 300
10679, 200
10680, 100
10681, 100
10682, 100
10683, 100
10684, 300
10685, 100
10686, 100
10687, 100
10688, 100
10689, 0
10690, 100
10691, 200
10692, 0
10693, 100
10694, 100
10695, 400
10696, 100
10697, 100
10698, 300
10699, 200
10700, 100
10701, 300
10702, 300
10703, 400
10704, 200
10705, 200
10706, 100
10707, 100
10708, 300
10709, 300
10710, 100
10711, 300
10712, 200
10713, 200
10714, 400
10715, 100
10716, 500
10717, 200
10718, 300
10719, 100
10720, 200
10721, 300
10722, 200
10723, 200
10724, 100
10725, 100
10726, 200
10727, 100
10728, 100
10729, 200
10730, 200
10731, 300
10732, 100
10733, 100
10734, 0
10735, 100
10736, 100
10737, 100
10738, 0
10739, 100
10740, 100
10741, 200
10742, 500
10743, 200
10744, 0
10745, 200
10746, 200
10747, 0
10748, 300
10749, 100
10750, 100
10751, 100
10752, 200
10753, 200
10754, 100
10755, 100
10756, 200
10757, 200
10758, 200
10759, 100
10760, 200
10761, 100
10762, 100
10763, 0
10764, 0
10765, 300
10766, 200
10767, 100
10768, 300
10769, 200
10770, 100
10771, 200
10772, 200
10773, 200
10774, 300
10775, 300
10776, 200
10777, 200
10778, 200
10779, 100
10780, 200
10781, 300
10782, 300
10783, 100
10784, 100
10785, 200
10786, 100
10787, 300
10788, 100
10789, 100
10790, 100
10791, 200
10792, 300
10793, 300
10794, 200
10795, 200
10796, 100
10797, 0
10798, 300
10799, 100
10800, 100
10801, 200
10802, 400
10803, 200
10804, 100
10805, 100
10806, 200
10807, 200
10808, 300
10809, 200
10810, 200
10811, 200
10812, 100
10813, 200
10814, 100
10815, 200
10816, 200
10817, 100
10818, 200
10819, 200
10820, 100
10821, 200
10822, 100
10823, 0
10824, 300
10825, 100
10826, 300
10827, 0
10828, 0
10829, 300
10830, 200
10831, 100
10832, 0
10833, 100
10834, 100
10835, 100
10836, 100
10837, 0
10838, 200
10839, 200
10840, 200
10841, 300
10842, 600
10843, 100
10844, 400
10845, 100
10846, 200
10847, 300
10848, 300
10849, 100
10850, 100
10851, 200
10852, 200
10853, 200
10854, 100
10855, 100
10856, 100
10857, 0
10858, 0
10859, 100
10860, 200
10861, 300
10862, 200
10863, 200
10864, 300
10865, 300
10866, 100
10867, 0
10868, 100
10869, 300
10870, 200
10871, 200
10872, 100
10873, 300
10874, 200
10875, 200
10876, 100
10877, 200
10878, 100
10879, 100
10880, 200
10881, 300
10882, 100
10883, 100
10884, 0
10885, 100
10886, 0
10887, 0
10888, 200
10889, 100
10890, 200
10891, 100
10892, 500
10893, 100
10894, 100
10895, 400
10896, 300
10897, 100
10898, 200
10899, 200
10900, 0
10901, 100
10902, 0
10903, 200
10904, 300
10905, 200
10906, 300
10907, 100
10908, 200
10909, 100
10910, 200
10911, 100
10912, 200
10913, 100
10914, 100
10915, 200
10916, 0
10917, 0
10918, 100
10919, 200
10920, 0
10921, 200
10922, 300
10923, 0
10924, 0
10925, 0
10926, 300
10927, 100
10928, 200
10929, 100
10930, 100
10931, 100
10932, 200
10933, 200
10934, 100
10935, 200
10936, 100
10937, 200
10938, 0
10939, 0
10940, 100
10941, 100
10942, 200
10943, 200
10944, 100
10945, 200
10946, 0
10947, 200
10948, 100
10949, 400
10950, 200
10951, 100
10952, 100
10953, 200
10954, 0
10955, 100
10956, 200
10957, 300
10958, 100
10959, 200
10960, 100
10961, 300
10962, 100
10963, 100
10964, 400
10965, 100
10966, 300
10967, 300
10968, 100
10969, 300
10970, 500
10971, 100
10972, 100
10973, 200
10974, 300
10975, 200
10976, 0
10977, 300
10978, 100
10979, 300
10980, 200
10981, 300
10982, 100
10983, 200
10984, 100
10985, 100
10986, 100
10987, 300
10988, 200
10989, 300
10990, 100
10991, 100
10992, 200
10993, 0
10994, 300
10995, 200
10996, 600
10997, 100
10998, 100
10999, 300
11000, 100
11001, 100
11002, 200
11003, 100
11004, 100
11005, 300
11006, 300
11007, 100
11008, 100
11009, 100
11010, 200
11011, 100
11012, 200
11013, 0
11014, 100
11015, 100
11016, 500
11017, 0
11018, 200
11019, 200
11020, 100
11021, 100
11022, 400
11023, 0
11024, 100
11025, 300
11026, 100
11027, 200
11028, 0
11029, 0
11030, 200
11031, 100
11032, 200
11033, 100
11034, 200
11035, 100
11036, 0
11037, 400
11038, 200
11039, 100
11040, 100
11041, 200
11042, 300
11043, 400
11044, 0
11045, 0
11046, 100
11047, 100
11048, 300
11049, 100
11050, 100
11051, 200
11052, 100
11053, 300
11054, 200
11055, 300
11056, 200
11057, 200
11058, 0
11059, 100
11060, 300
11061, 100
11062, 300
11063, 100
11064, 200
11065, 100
11066, 100
11067, 0
11068, 200
11069, 100
11070, 200
11071, 100
11072, 300
11073, 200
11074, 100
11075, 200
11076, 200
11077, 100
11078, 300
11079, 200
11080, 100
11081, 100
11082, 100
11083, 200
11084, 100
11085, 100
11086, 300
11087, 200
11088, 0
11089, 100
11090, 200
11091, 200
11092, 100
11093, 300
11094, 400
11095, 100
11096, 0
11097, 200
11098, 200
11099, 0
11100, 200
11101, 100
11102, 100
11103, 300
11104, 100
11105, 200
11106, 200
11107, 200
11108, 200
11109, 100
11110, 100
11111, 200
11112, 100
11113, 100
11114, 100
11115, 100
11116, 100
11117, 300
11118, 200
11119, 0
11120, 200
11121, 200
11122, 200
11123, 100
11124, 200
11125, 100
11126, 200
11127, 100
11128, 100
11129, 100
11130, 100
11131, 100
11132, 100
11133, 100
11134, 0
11135, 200
11136, 100
11137, 0
11138, 100
11139, 200
11140, 100
11141, 200
11142, 100
11143, 300
11144, 100
11145, 100
11146, 0
11147, 0
11148, 200
11149, 100
11150, 100
11151, 300
11152, 200
11153, 200
11154, 0
11155, 200
11156, 200
11157, 100
11158, 100
11159, 200
11160, 200
11161, 0
11162, 200
11163, 100
11164, 200
11165, 200
11166, 0
11167, 0
11168, 300
11169, 200
11170, 200
11171, 200
11172, 0
11173, 300
11174, 100
11175, 300
11176, 100
11177, 200
11178, 0
11179, 200
11180, 0
11181, 400
11182, 0
11183, 200
11184, 0
11185, 300
11186, 100
11187, 100
11188, 100
11189, 0
11190, 0
11191, 0
11192, 200
11193, 200
11194, 200
11195, 100
11196, 200
11197, 100
11198, 400
11199, 100
11200, 100
11201, 200
11202, 0
11203, 100
11204, 200
11205, 400
11206, 600
11207, 100
11208, 100
11209, 300
11210, 100
11211, 200
11212, 400
11213, 100
11214, 200
11215, 200
11216, 100
11217, 100
11218, 0
11219, 100
11220, 0
11221, 200
11222, 200
11223, 100
11224, 300
11225, 100
11226, 200
11227, 300
11228, 0
11229, 400
11230, 200
11231, 100
11232, 400
11233, 100
11234, 300
11235, 100
11236, 100
11237, 100
11238, 200
11239, 100
11240, 200
11241, 100
11242, 300
11243, 100
11244, 100
11245, 100
11246, 200
11247, 100
11248, 200
11249, 200
11250, 100
11251, 100
11252, 200
11253, 0
11254, 200
11255, 500
11256, 0
11257, 100
11258, 500
11259, 100
11260, 300
11261, 300
11262, 0
11263, 200
11264, 100
11265, 300
11266, 100
11267, 200
11268, 0
11269, 300
11270, 300
11271, 200
11272, 200
11273, 100
11274, 100
11275, 200
11276, 100
11277, 300
11278, 400
11279, 0
11280, 0
11281, 0
11282, 0
11283, 0
11284, 0
11285, 100
11286, 200
11287, 200
11288, 100
11289, 100
11290, 0
11291, 0
11292, 200
11293, 0
11294, 100
11295, 200
11296, 200
11297, 100
11298, 0
11299, 100
11300, 200
11301, 100
11302, 100
11303, 200
11304, 200
11305, 100
11306, 100
11307, 600
11308, 100
11309, 600
11310, 200
11311, 200
11312, 0
11313, 0
11314, 0
11315, 100
11316, 300
11317, 200
11318, 200
11319, 100
11320, 200
11321, 200
11322, 200
11323, 0
11324, 200
11325, 400
11326, 100
11327, 300
11328, 100
11329, 100
11330, 200
11331, 100
11332, 300
11333, 0
11334, 0
11335, 0
11336, 0
11337, 0
11338, 100
11339, 200
11340, 200
11341, 100
11342, 300
11343, 100
11344, 100
11345, 100
11346, 100
11347, 300
11348, 200
11349, 100
11350, 100
11351, 300
11352, 100
11353, 200
11354, 300
11355, 0
11356, 100
11357, 100
11358, 200
11359, 700
11360, 100
11361, 700
11362, 200
11363, 100
11364, 100
11365, 0
11366, 100
11367, 200
11368, 200
11369, 100
11370, 100
11371, 100
11372, 100
11373, 100
11374, 200
11375, 200
11376, 100
11377, 100
11378, 200
11379, 500
11380, 200
11381, 100
11382, 0
11383, 600
11384, 200
11385, 200
11386, 100
11387, 200
11388, 100
11389, 100
11390, 100
11391, 400
11392, 100
11393, 0
11394, 100
11395, 0
11396, 100
11397, 200
11398, 400
11399, 300
11400, 100
11401, 100
11402, 200
11403, 100
11404, 100
11405, 300
11406, 100
11407, 100
11408, 200
11409, 100
11410, 200
11411, 100
11412, 100
11413, 300
11414, 100
11415, 200
11416, 100
11417, 0
11418, 0
11419, 200
11420, 0
11421, 0
11422, 100
11423, 200
11424, 300
11425, 100
11426, 200
11427, 100
11428, 100
11429, 0
11430, 100
11431, 200
11432, 200
11433, 100
11434, 300
11435, 200
11436, 100
11437, 0
11438, 300
11439, 100
11440, 100
11441, 100
11442, 200
11443, 100
11444, 500
11445, 100
11446, 200
11447, 100
11448, 0
11449, 300
11450, 200
11451, 100
11452, 100
11453, 200
11454, 100
11455, 100
11456, 200
11457, 200
11458, 200
11459, 100
11460, 100
11461, 100
11462, 100
11463, 200
11464, 100
11465, 200
11466, 100
11467, 300
11468, 200
11469, 100
11470, 100
11471, 100
11472, 100
11473, 400
11474, 300
11475, 100
11476, 100
11477, 100
11478, 400
11479, 200
11480, 0
11481, 100
11482, 200
11483, 200
11484, 200
11485, 200
11486, 300
11487, 200
11488, 100
11489, 400
11490, 200
11491, 400
11492, 200
11493, 0
11494, 200
11495, 200
11496, 300
11497, 100
11498, 300
11499, 200
11500, 0
11501, 0
11502, 0
11503, 100
11504, 100
11505, 200
11506, 100
11507, 100
11508, 100
11509, 200
11510, 100
11511, 200
11512, 200
11513, 600
11514, 0
11515, 100
11516, 500
11517, 100
11518, 200
11519, 100
11520, 100
11521, 300
11522, 100
11523, 100
11524, 100
11525, 100
11526, 100
11527, 200
11528, 0
11529, 100
11530, 100
11531, 300
11532, 200
11533, 100
11534, 100
11535, 200
11536, 300
11537, 200
11538, 100
11539, 300
11540, 0
11541, 100
11542, 100
11543, 600
11544, 100
11545, 100
11546, 100
11547, 100
11548, 100
11549, 100
11550, 300
11551, 200
11552, 100
11553, 100
11554, 200
11555, 100
11556, 200
11557, 100
11558, 100
11559, 200
11560, 100
11561, 200
11562, 200
11563, 0
11564, 200
11565, 200
11566, 100
11567, 0
11568, 200
11569, 100
11570, 600
11571, 200
11572, 0
11573, 300
11574, 100
11575, 100
11576, 400
11577, 300
11578, 0
11579, 100
11580, 300
11581, 100
11582, 100
11583, 200
11584, 200
11585, 100
11586, 200
11587, 0
11588, 0
11589, 200
11590, 200
11591, 100
11592, 100
11593, 200
11594, 100
11595, 100
11596, 100
11597, 200
11598, 200
11599, 100
11600, 100
11601, 200
11602, 100
11603, 100
11604, 300
11605, 200
11606, 200
11607, 300
11608, 200
11609, 0
11610, 0
11611, 0
11612, 0
11613, 0
11614, 0
11615, 0
11616, 100
11617, 0
11618, 100
11619, 0
11620, 200
11621, 600
11622, 100
11623, 600
11624, 100
11625, 300
11626, 100
11627, 100
11628, 200
11629, 100
11630, 100
11631, 300
11632, 100
11633, 200
11634, 100
11635, 300
11636, 100
11637, 100
11638, 400
11639, 0
11640, 0
11641, 0
11642, 0
11643, 300
11644, 300
11645, 400
11646, 200
11647, 300
11648, 100
11649, 200
11650, 100
11651, 300
11652, 100
11653, 200
11654, 100
11655, 100
11656, 300
11657, 300
11658, 100
11659, 300
11660, 100
11661, 200
11662, 200
11663, 200
11664, 200
11665, 0
11666, 200
11667, 200
11668, 100
11669, 100
11670, 300
11671, 400
11672, 300
11673, 400
11674, 100
11675, 0
11676, 200
11677, 0
11678, 0
11679, 100
11680, 200
11681, 0
11682, 300
11683, 200
11684, 200
11685, 200
11686, 300
11687, 100
11688, 300
11689, 300
11690, 300
11691, 200
11692, 100
11693, 0
11694, 400
11695, 200
11696, 100
11697, 0
11698, 100
11699, 100
11700, 100
11701, 100
11702, 0
11703, 100
11704, 300
11705, 200
11706, 100
11707, 300
11708, 300
11709, 200
11710, 100
11711, 200
11712, 300
11713, 400
11714, 200
11715, 0
11716, 100
11717, 100
11718, 200
11719, 100
11720, 200
11721, 100
11722, 200
11723, 300
11724, 300
11725, 300
11726, 100
11727, 400
11728, 200
11729, 200
11730, 300
11731, 100
11732, 200
11733, 100
11734, 100
11735, 300
11736, 100
11737, 300
11738, 300
11739, 100
11740, 300
11741, 100
11742, 100
11743, 200
11744, 0
11745, 600
11746, 200
11747, 200
11748, 0
11749, 100
11750, 100
11751, 100
11752, 0
11753, 200
11754, 200
11755, 200
11756, 200
11757, 100
11758, 100
11759, 100
11760, 0
11761, 100
11762, 300
11763, 200
11764, 100
11765, 200
11766, 100
11767, 100
11768, 500
11769, 100
11770, 100
11771, 100
11772, 300
11773, 100
11774, 100
11775, 200
11776, 100
11777, 100
11778, 100
11779, 200
11780, 0
11781, 100
11782, 200
11783, 400
11784, 0
11785, 100
11786, 200
11787, 100
11788, 100
11789, 100
11790, 300
11791, 100
11792, 200
11793, 100
11794, 100
11795, 100
11796, 200
11797, 400
11798, 100
11799, 100
11800, 100
11801, 300
11802, 100
11803, 100
11804, 100
11805, 0
11806, 200
11807, 500
11808, 200
11809, 100
11810, 100
11811, 100
11812, 200
11813, 200
11814, 100
11815, 200
11816, 200
11817, 0
11818, 300
11819, 100
11820, 300
11821, 200
11822, 100
11823, 100
11824, 100
11825, 200
11826, 200
11827, 100
11828, 300
11829, 100
11830, 200
11831, 200
11832, 100
11833, 0
11834, 100
11835, 0
11836, 100
11837, 300
11838, 200
11839, 300
11840, 200
11841, 200
11842, 200
11843, 0
11844, 200
11845, 100
11846, 100
11847, 100
11848, 100
11849, 100
11850, 100
11851, 200
11852, 200
11853, 200
11854, 200
11855, 200
11856, 0
11857, 100
11858, 100
11859, 200
11860, 200
11861, 0
11862, 200
11863, 300
11864, 100
11865, 100
11866, 100
11867, 100
11868, 300
11869, 200
11870, 100
11871, 100
11872, 100
11873, 100
11874, 200
11875, 100
11876, 100
11877, 0
11878, 0
11879, 100
11880, 300
11881, 100
11882, 100
11883, 200
11884, 100
11885, 300
11886, 300
11887, 200
11888, 0
11889, 100
11890, 0
11891, 300
11892, 100
11893, 200
11894, 100
11895, 0
11896, 200
11897, 100
11898, 100
11899, 300
11900, 0
11901, 100
11902, 200
11903, 100
11904, 100
11905, 200
11906, 100
11907, 500
11908, 100
11909, 100
11910, 100
11911, 200
11912, 100
11913, 200
11914, 100
11915, 200
11916, 200
11917, 100
11918, 100
11919, 300
11920, 200
11921, 100
11922, 100
11923, 100
11924, 300
11925, 200
11926, 200
11927, 0
11928, 0
11929, 0
11930, 200
11931, 500
11932, 200
11933, 100
11934, 100
11935, 100
11936, 0
11937, 100
11938, 200
11939, 200
11940, 100
11941, 100
11942, 100
11943, 100
11944, 100
11945, 100
11946, 300
11947, 0
11948, 0
11949, 200
11950, 0
11951, 200
11952, 100
11953, 200
11954, 100
11955, 0
11956, 0
11957, 0
11958, 200
11959, 100
11960, 200
11961, 100
11962, 200
11963, 200
11964, 200
11965, 100
11966, 100
11967, 200
11968, 100
11969, 300
11970, 100
11971, 100
11972, 400
11973, 200
11974, 0
11975, 0
11976, 200
11977, 300
11978, 200
11979, 300
11980, 0
11981, 600
11982, 100
11983, 200
11984, 100
11985, 300
11986, 100
11987, 100
11988, 200
11989, 200
11990, 200
11991, 100
11992, 100
11993, 200
11994, 0
11995, 200
11996, 100
11997, 100
11998, 200
11999, 100
12000, 200
12001, 200
12002, 200
12003, 300
12004, 200
12005, 200
12006, 100
12007, 0
12008, 100
12009, 200
12010, 300
12011, 300
12012, 100
12013, 100
12014, 200
12015, 100
12016, 200
12017, 100
12018, 100
12019, 200
12020, 100
12021, 300
12022, 100
12023, 100
12024, 300
12025, 200
12026, 300
12027, 0
12028, 200
12029, 100
12030, 100
12031, 200
12032, 100
12033, 100
12034, 200
12035, 200
12036, 500
12037, 400
12038, 300
12039, 100
12040, 100
12041, 100
12042, 100
12043, 300
12044, 200
12045, 100
12046, 300
12047, 200
12048, 0
12049, 100
12050, 200
12051, 100
12052, 0
12053, 300
12054, 100
12055, 200
12056, 100
12057, 100
12058, 100
12059, 200
12060, 400
12061, 200
12062, 100
12063, 200
12064, 200
12065, 300
12066, 400
12067, 0
12068, 200
12069, 200
12070, 200
12071, 100
12072, 300
12073, 300
12074, 100
12075, 200
12076, 300
12077, 100
12078, 200
12079, 0
12080, 200
12081, 300
12082, 200
12083, 300
12084, 100
12085, 100
12086, 100
12087, 200
12088, 200
12089, 100
12090, 200
12091, 200
12092, 200
12093, 100
12094, 0
12095, 200
12096, 200
12097, 200
12098, 200
12099, 200
12100, 200
12101, 100
12102, 100
12103, 100
12104, 100
12105, 200
12106, 200
12107, 100
12108, 200
12109, 200
12110, 400
12111, 0
12112, 200
12113, 100
12114, 600
12115, 100
12116, 100
12117, 200
12118, 400
12119, 0
12120, 200
12121, 200
12122, 0
12123, 100
12124, 100
12125, 200
12126, 0
12127, 100
12128, 200
12129, 300
12130, 0
12131, 300
12132, 100
12133, 100
12134, 100
12135, 200
12136, 200
12137, 100
12138, 100
12139, 400
12140, 100
12141, 500
12142, 300
12143, 300
12144, 0
12145, 0
12146, 0
12147, 200
12148, 100
12149, 0
12150, 0
12151, 200
12152, 200
12153, 200
12154, 100
12155, 100
12156, 200
12157, 200
12158, 0
12159, 0
12160, 0
12161, 300
12162, 100
12163, 200
12164, 200
12165, 400
12166, 100
12167, 100
12168, 0
12169, 100
12170, 100
12171, 0
12172, 200
12173, 200
12174, 300
12175, 100
12176, 300
12177, 400
12178, 300
12179, 100
12180, 200
12181, 200
12182, 400
12183, 500
12184, 100
12185, 100
12186, 100
12187, 100
12188, 300
12189, 200
12190, 100
12191, 400
12192, 100
12193, 0
12194, 200
12195, 100
12196, 100
12197, 200
12198, 100
12199, 200
12200, 100
12201, 400
12202, 100
12203, 300
12204, 200
12205, 200
12206, 100
12207, 400
12208, 100
12209, 200
12210, 100
12211, 200
12212, 300
12213, 100
12214, 300
12215, 100
12216, 300
12217, 100
12218, 200
12219, 100
12220, 200
12221, 100
12222, 100
12223, 200
12224, 200
12225, 200
12226, 100
12227, 100
12228, 100
12229, 200
12230, 200
12231, 100
12232, 200
12233, 100
12234, 200
12235, 100
12236, 300
12237, 300
12238, 100
12239, 100
12240, 0
12241, 100
12242, 200
12243, 100
12244, 100
12245, 100
12246, 200
12247, 200
12248, 200
12249, 100
12250, 300
12251, 200
12252, 100
12253, 0
12254, 200
12255, 100
12256, 200
12257, 200
12258, 100
12259, 100
12260, 100
12261, 100
12262, 200
12263, 100
12264, 500
12265, 0
12266, 0
12267, 100
12268, 300
12269, 300
12270, 300
12271, 200
12272, 200
12273, 300
12274, 100
12275, 200
12276, 300
12277, 200
12278, 300
12279, 200
12280, 100
12281, 200
12282, 100
12283, 100
12284, 100
12285, 600
12286, 200
12287, 300
12288, 100
12289, 300
12290, 200
12291, 100
12292, 100
12293, 100
12294, 200
12295, 100
12296, 100
12297, 0
12298, 100
12299, 0
12300, 200
12301, 200
12302, 100
12303, 200
12304, 200
12305, 0
12306, 100
12307, 100
12308, 100
12309, 100
12310, 0
12311, 100
12312, 100
12313, 100
12314, 300
12315, 400
12316, 100
12317, 100
12318, 200
12319, 100
12320, 200
12321, 200
12322, 100
12323, 200
12324, 100
12325, 100
12326, 200
12327, 200
12328, 100
12329, 300
12330, 100
12331, 200
12332, 100
12333, 100
12334, 200
12335, 100
12336, 200
12337, 300
12338, 100
12339, 400
12340, 100
12341, 500
12342, 100
12343, 0
12344, 100
12345, 100
12346, 0
12347, 0
12348, 100
12349, 100
12350, 200
12351, 100
12352, 300
12353, 0
12354, 200
12355, 100
12356, 200
12357, 300
12358, 200
12359, 100
12360, 100
12361, 300
12362, 100
12363, 0
12364, 0
12365, 0
12366, 0
12367, 100
12368, 100
12369, 0
12370, 100
12371, 200
12372, 100
12373, 100
12374, 0
12375, 0
12376, 0
12377, 0
12378, 200
12379, 0
12380, 300
12381, 200
12382, 200
12383, 0
12384, 200
12385, 200
12386, 100
12387, 100
12388, 100
12389, 100
12390, 100
12391, 300
12392, 200
12393, 200
12394, 0
12395, 0
12396, 200
12397, 200
12398, 300
12399, 200
12400, 300
12401, 100
12402, 300
12403, 300
12404, 400
12405, 100
12406, 200
12407, 200
12408, 400
12409, 300
12410, 200
12411, 200
12412, 200
12413, 200
12414, 200
12415, 100
12416, 200
12417, 100
12418, 500
12419, 200
12420, 200
12421, 100
12422, 0
12423, 100
12424, 400
12425, 200
12426, 300
12427, 100
12428, 100
12429, 100
12430, 100
12431, 200
12432, 100
12433, 200
12434, 200
12435, 0
12436, 200
12437, 200
12438, 200
12439, 300
12440, 200
12441, 100
12442, 500
12443, 100
12444, 100
12445, 100
12446, 0
12447, 300
12448, 100
12449, 100
12450, 100
12451, 0
12452, 200
12453, 100
12454, 200
12455, 300
12456, 300
12457, 100
12458, 100
12459, 200
12460, 100
12461, 200
12462, 500
12463, 100
12464, 100
12465, 200
12466, 200
12467, 200
12468, 100
12469, 200
12470, 0
12471, 100
12472, 400
12473, 300
12474, 100
12475, 200
12476, 100
12477, 200
12478, 100
12479, 200
12480, 100
12481, 100
12482, 0
12483, 0
12484, 100
12485, 100
12486, 100
12487, 200
12488, 100
12489, 100
12490, 100
12491, 100
12492, 0
12493, 200
12494, 100
12495, 300
12496, 0
12497, 300
12498, 100
12499, 400
12500, 100
12501, 200
12502, 200
12503, 200
12504, 200
12505, 100
12506, 100
