N,Tiempo
36943, 100
36944, 100
36945, 100
36946, 0
36947, 100
36948, 200
36949, 200
36950, 0
36951, 200
36952, 100
36953, 100
36954, 100
36955, 100
36956, 200
36957, 100
36958, 100
36959, 100
36960, 100
36961, 100
36962, 0
36963, 100
36964, 100
36965, 100
36966, 100
36967, 100
36968, 0
36969, 100
36970, 100
36971, 100
36972, 100
36973, 0
36974, 100
36975, 100
36976, 0
36977, 0
36978, 100
36979, 100
36980, 0
36981, 100
36982, 100
36983, 100
36984, 100
36985, 0
36986, 100
36987, 100
36988, 100
36989, 100
36990, 100
36991, 100
36992, 0
36993, 0
36994, 100
36995, 100
36996, 200
36997, 100
36998, 200
36999, 100
37000, 100
37001, 100
37002, 100
37003, 100
37004, 100
37005, 0
37006, 100
37007, 100
37008, 0
37009, 0
37010, 100
37011, 100
37012, 100
37013, 100
37014, 100
37015, 100
37016, 100
37017, 200
37018, 200
37019, 0
37020, 100
37021, 100
37022, 100
37023, 0
37024, 0
37025, 100
37026, 100
37027, 100
37028, 100
37029, 200
37030, 100
37031, 100
37032, 100
37033, 0
37034, 100
37035, 100
37036, 100
37037, 0
37038, 0
37039, 0
37040, 100
37041, 100
37042, 100
37043, 100
37044, 0
37045, 100
37046, 100
37047, 100
37048, 100
37049, 0
37050, 0
37051, 100
37052, 100
37053, 100
37054, 100
37055, 0
37056, 100
37057, 300
37058, 0
37059, 0
37060, 0
37061, 100
37062, 100
37063, 100
37064, 200
37065, 0
37066, 0
37067, 0
37068, 100
37069, 300
37070, 100
37071, 100
37072, 0
37073, 300
37074, 100
37075, 100
37076, 100
37077, 0
37078, 100
37079, 100
37080, 100
37081, 100
37082, 100
37083, 0
37084, 100
37085, 100
37086, 100
37087, 100
37088, 100
37089, 100
37090, 100
37091, 100
37092, 100
37093, 0
37094, 100
37095, 100
37096, 100
37097, 100
37098, 100
37099, 100
37100, 100
37101, 100
37102, 100
37103, 100
37104, 100
37105, 200
37106, 100
37107, 100
37108, 200
37109, 100
37110, 100
37111, 0
37112, 100
37113, 100
37114, 100
37115, 100
37116, 200
37117, 100
37118, 100
37119, 100
37120, 100
37121, 100
37122, 100
37123, 0
37124, 100
37125, 100
37126, 200
37127, 0
37128, 100
37129, 100
37130, 200
37131, 100
37132, 100
37133, 100
37134, 100
37135, 100
37136, 100
37137, 100
37138, 200
37139, 100
37140, 0
37141, 100
37142, 100
37143, 200
37144, 100
37145, 200
37146, 100
37147, 100
37148, 200
37149, 100
37150, 100
37151, 100
37152, 100
37153, 200
37154, 200
37155, 100
37156, 100
37157, 0
37158, 100
37159, 100
37160, 100
37161, 200
37162, 100
37163, 200
37164, 100
37165, 100
37166, 100
37167, 100
37168, 100
37169, 100
37170, 100
37171, 0
37172, 0
37173, 100
37174, 100
37175, 100
37176, 300
37177, 100
37178, 0
37179, 100
37180, 200
37181, 0
37182, 200
37183, 100
37184, 100
37185, 100
37186, 0
37187, 0
37188, 0
37189, 100
37190, 100
37191, 100
37192, 100
37193, 100
37194, 100
37195, 100
37196, 100
37197, 100
37198, 100
37199, 100
37200, 100
37201, 100
37202, 100
37203, 100
37204, 0
37205, 0
37206, 0
37207, 100
37208, 0
37209, 0
37210, 0
37211, 100
37212, 0
37213, 0
37214, 0
37215, 0
37216, 0
37217, 0
37218, 100
37219, 0
37220, 100
37221, 100
37222, 100
37223, 200
37224, 100
37225, 200
37226, 100
37227, 100
37228, 100
37229, 100
37230, 200
37231, 100
37232, 100
37233, 100
37234, 100
37235, 100
37236, 100
37237, 200
37238, 200
37239, 0
37240, 100
37241, 0
37242, 100
37243, 100
37244, 200
37245, 0
37246, 0
37247, 0
37248, 100
37249, 0
37250, 100
37251, 100
37252, 200
37253, 0
37254, 100
37255, 100
37256, 100
37257, 100
37258, 100
37259, 100
37260, 100
37261, 100
37262, 100
37263, 100
37264, 100
37265, 100
37266, 0
37267, 100
37268, 100
37269, 100
37270, 100
37271, 0
37272, 0
37273, 100
37274, 100
37275, 100
37276, 100
37277, 400
37278, 0
37279, 0
37280, 100
37281, 100
37282, 200
37283, 100
37284, 0
37285, 100
37286, 0
37287, 100
37288, 200
37289, 100
37290, 0
37291, 100
37292, 100
37293, 100
37294, 100
37295, 100
37296, 200
37297, 0
37298, 0
37299, 100
37300, 100
37301, 100
37302, 100
37303, 100
37304, 100
37305, 100
37306, 0
37307, 100
37308, 100
37309, 100
37310, 100
37311, 100
37312, 200
37313, 100
37314, 100
37315, 100
37316, 100
37317, 0
37318, 100
37319, 200
37320, 100
37321, 100
37322, 100
37323, 100
37324, 100
37325, 0
37326, 0
37327, 100
37328, 100
37329, 100
37330, 200
37331, 0
37332, 200
37333, 100
37334, 0
37335, 0
37336, 0
37337, 100
37338, 100
37339, 100
37340, 200
37341, 100
37342, 100
37343, 100
37344, 200
37345, 100
37346, 0
37347, 100
37348, 100
37349, 100
37350, 100
37351, 200
37352, 200
37353, 100
37354, 100
37355, 200
37356, 100
37357, 0
37358, 100
37359, 100
37360, 100
37361, 200
37362, 0
37363, 0
37364, 0
37365, 100
37366, 100
37367, 100
37368, 100
37369, 100
37370, 500
37371, 100
37372, 100
37373, 100
37374, 100
37375, 100
37376, 100
37377, 100
37378, 100
37379, 0
37380, 0
37381, 100
37382, 100
37383, 0
37384, 100
37385, 100
37386, 200
37387, 100
37388, 100
37389, 100
37390, 100
37391, 100
37392, 200
37393, 100
37394, 100
37395, 100
37396, 100
37397, 100
37398, 100
37399, 100
37400, 0
37401, 0
37402, 100
37403, 0
37404, 100
37405, 100
37406, 100
37407, 100
37408, 0
37409, 0
37410, 200
37411, 100
37412, 100
37413, 100
37414, 100
37415, 200
37416, 100
37417, 100
37418, 100
37419, 100
37420, 100
37421, 200
37422, 100
37423, 100
37424, 100
37425, 100
37426, 100
37427, 100
37428, 100
37429, 100
37430, 100
37431, 0
37432, 0
37433, 100
37434, 200
37435, 200
37436, 0
37437, 0
37438, 100
37439, 200
37440, 100
37441, 200
37442, 200
37443, 100
37444, 100
37445, 100
37446, 0
37447, 100
37448, 100
37449, 200
37450, 100
37451, 100
37452, 100
37453, 100
37454, 100
37455, 200
37456, 0
37457, 0
37458, 0
37459, 100
37460, 100
37461, 100
37462, 100
37463, 100
37464, 100
37465, 100
37466, 100
37467, 100
37468, 200
37469, 100
37470, 100
37471, 100
37472, 100
37473, 100
37474, 100
37475, 100
37476, 100
37477, 100
37478, 100
37479, 200
37480, 100
37481, 100
37482, 100
37483, 0
37484, 200
37485, 100
37486, 100
37487, 100
37488, 100
37489, 100
37490, 0
37491, 0
37492, 100
37493, 0
37494, 0
37495, 0
37496, 0
37497, 100
37498, 100
37499, 0
37500, 0
37501, 100
37502, 0
37503, 0
37504, 100
37505, 200
37506, 100
37507, 0
37508, 0
37509, 100
37510, 200
37511, 100
37512, 100
37513, 100
37514, 100
37515, 100
37516, 200
37517, 100
37518, 100
37519, 100
37520, 100
37521, 100
37522, 100
37523, 200
37524, 100
37525, 100
37526, 100
37527, 100
37528, 0
37529, 100
37530, 100
37531, 100
37532, 100
37533, 100
37534, 0
37535, 0
37536, 0
37537, 0
37538, 100
37539, 100
37540, 0
37541, 0
37542, 0
37543, 0
37544, 0
37545, 100
37546, 200
37547, 100
37548, 0
37549, 100
37550, 100
37551, 0
37552, 0
37553, 0
37554, 0
37555, 0
37556, 0
37557, 0
37558, 100
37559, 100
37560, 100
37561, 200
37562, 100
37563, 0
37564, 200
37565, 100
37566, 0
37567, 100
37568, 100
37569, 200
37570, 100
37571, 100
37572, 0
37573, 100
37574, 100
37575, 100
37576, 100
37577, 100
37578, 0
37579, 100
37580, 0
37581, 100
37582, 100
37583, 100
37584, 100
37585, 100
37586, 400
37587, 100
37588, 100
37589, 0
37590, 100
37591, 100
37592, 100
37593, 100
37594, 0
37595, 0
37596, 200
37597, 100
37598, 100
37599, 100
37600, 0
37601, 0
37602, 100
37603, 200
37604, 100
37605, 0
37606, 100
37607, 0
37608, 100
37609, 100
37610, 100
37611, 100
37612, 0
37613, 0
37614, 100
37615, 100
37616, 100
37617, 0
37618, 0
37619, 100
37620, 200
37621, 0
37622, 0
37623, 0
37624, 0
37625, 0
37626, 200
37627, 100
37628, 0
37629, 100
37630, 100
37631, 100
37632, 100
37633, 0
37634, 100
37635, 0
37636, 0
37637, 100
37638, 100
37639, 100
37640, 100
37641, 100
37642, 100
37643, 100
37644, 100
37645, 100
37646, 100
37647, 200
37648, 100
37649, 100
37650, 100
37651, 100
37652, 100
37653, 100
37654, 0
37655, 0
37656, 100
37657, 100
37658, 100
37659, 100
37660, 0
37661, 0
37662, 100
37663, 0
37664, 0
37665, 100
37666, 100
37667, 100
37668, 100
37669, 100
37670, 200
37671, 0
37672, 100
37673, 100
37674, 0
37675, 100
37676, 100
37677, 200
37678, 100
37679, 100
37680, 100
37681, 100
37682, 100
37683, 200
37684, 100
37685, 0
37686, 0
37687, 0
37688, 100
37689, 0
37690, 0
37691, 100
37692, 100
37693, 100
37694, 100
37695, 100
37696, 100
37697, 100
37698, 100
37699, 100
37700, 0
37701, 100
37702, 100
37703, 100
37704, 100
37705, 100
37706, 100
37707, 100
37708, 100
37709, 100
37710, 100
37711, 0
37712, 200
37713, 200
37714, 100
37715, 0
37716, 100
37717, 100
37718, 0
37719, 100
37720, 100
37721, 100
37722, 100
37723, 100
37724, 100
37725, 100
37726, 100
37727, 100
37728, 0
37729, 0
37730, 0
37731, 0
37732, 100
37733, 100
37734, 0
37735, 0
37736, 0
37737, 0
37738, 100
37739, 0
37740, 100
37741, 100
37742, 200
37743, 200
37744, 0
37745, 100
37746, 100
37747, 100
37748, 200
37749, 100
37750, 100
37751, 100
37752, 100
37753, 100
37754, 100
37755, 100
37756, 200
37757, 200
37758, 100
37759, 100
37760, 0
37761, 100
37762, 100
37763, 100
37764, 100
37765, 0
37766, 200
37767, 100
37768, 100
37769, 100
37770, 100
37771, 100
37772, 100
37773, 100
37774, 100
37775, 100
37776, 100
37777, 100
37778, 100
37779, 200
37780, 100
37781, 0
37782, 100
37783, 100
37784, 100
37785, 100
37786, 100
37787, 100
37788, 200
37789, 0
37790, 200
37791, 200
37792, 100
37793, 200
37794, 100
37795, 0
37796, 100
37797, 100
37798, 100
37799, 100
37800, 100
37801, 100
37802, 100
37803, 0
37804, 100
37805, 100
37806, 100
37807, 100
37808, 100
37809, 100
37810, 100
37811, 100
37812, 100
37813, 100
37814, 0
37815, 100
37816, 100
37817, 0
37818, 0
37819, 0
37820, 100
37821, 100
37822, 200
37823, 100
37824, 100
37825, 200
37826, 200
37827, 100
37828, 100
37829, 100
37830, 100
37831, 100
37832, 100
37833, 100
37834, 100
37835, 100
37836, 0
37837, 100
37838, 100
37839, 100
37840, 0
37841, 100
37842, 100
37843, 100
37844, 0
37845, 0
37846, 200
37847, 100
37848, 100
37849, 100
37850, 100
37851, 100
37852, 100
37853, 100
37854, 100
37855, 0
37856, 100
37857, 200
37858, 100
37859, 0
37860, 0
37861, 0
37862, 200
37863, 100
37864, 0
37865, 0
37866, 100
37867, 200
37868, 100
37869, 0
37870, 0
37871, 100
37872, 200
37873, 100
37874, 0
37875, 100
37876, 0
37877, 100
37878, 100
37879, 0
37880, 100
37881, 100
37882, 100
37883, 100
37884, 100
37885, 100
37886, 100
37887, 100
37888, 200
37889, 100
37890, 100
37891, 400
37892, 0
37893, 100
37894, 100
37895, 100
37896, 100
37897, 100
37898, 200
37899, 100
37900, 100
37901, 0
37902, 100
37903, 100
37904, 100
37905, 100
37906, 0
37907, 0
37908, 0
37909, 0
37910, 0
37911, 100
37912, 0
37913, 100
37914, 200
37915, 100
37916, 200
37917, 100
37918, 0
37919, 100
37920, 100
37921, 100
37922, 100
37923, 200
37924, 100
37925, 100
37926, 100
37927, 100
37928, 100
37929, 200
37930, 100
37931, 100
37932, 100
37933, 100
37934, 0
37935, 100
37936, 100
37937, 200
37938, 0
37939, 0
37940, 100
37941, 100
37942, 100
37943, 100
37944, 100
37945, 0
37946, 100
37947, 100
37948, 100
37949, 200
37950, 100
37951, 0
37952, 100
37953, 0
37954, 200
37955, 0
37956, 100
37957, 100
37958, 100
37959, 200
37960, 0
37961, 100
37962, 200
37963, 0
37964, 100
37965, 100
37966, 100
37967, 100
37968, 100
37969, 100
37970, 0
37971, 200
37972, 100
37973, 100
37974, 100
37975, 100
37976, 100
37977, 100
37978, 100
37979, 100
37980, 200
37981, 200
37982, 100
37983, 100
37984, 100
37985, 0
37986, 100
37987, 100
37988, 100
37989, 0
37990, 100
37991, 0
37992, 100
37993, 100
37994, 100
37995, 100
37996, 0
37997, 100
37998, 200
37999, 100
38000, 100
38001, 100
38002, 100
38003, 200
38004, 100
38005, 100
38006, 200
38007, 100
38008, 200
38009, 100
38010, 100
38011, 100
38012, 100
38013, 100
38014, 0
38015, 100
38016, 0
38017, 100
38018, 100
38019, 0
38020, 0
38021, 0
38022, 0
38023, 100
38024, 100
38025, 200
38026, 100
38027, 100
38028, 200
38029, 0
38030, 100
38031, 100
38032, 100
38033, 200
38034, 100
38035, 100
38036, 0
38037, 100
38038, 100
38039, 100
38040, 100
38041, 100
38042, 100
38043, 100
38044, 100
38045, 100
38046, 100
38047, 100
38048, 0
38049, 100
38050, 100
38051, 100
38052, 100
38053, 100
38054, 200
38055, 200
38056, 100
38057, 0
38058, 100
38059, 200
38060, 200
38061, 100
38062, 100
38063, 100
38064, 100
38065, 100
38066, 100
38067, 100
38068, 100
38069, 0
38070, 100
38071, 100
38072, 100
38073, 100
38074, 0
38075, 0
38076, 100
38077, 100
38078, 100
38079, 100
38080, 100
38081, 100
38082, 100
38083, 100
38084, 0
38085, 0
38086, 0
38087, 0
38088, 0
38089, 100
38090, 100
38091, 100
38092, 100
38093, 0
38094, 0
38095, 0
38096, 0
38097, 100
38098, 100
38099, 100
38100, 100
38101, 0
38102, 0
38103, 100
38104, 100
38105, 100
38106, 100
38107, 100
38108, 100
38109, 100
38110, 100
38111, 200
38112, 0
38113, 100
38114, 100
38115, 0
38116, 100
38117, 100
38118, 100
38119, 200
38120, 0
38121, 0
38122, 0
38123, 0
38124, 100
38125, 100
38126, 200
38127, 100
38128, 0
38129, 200
38130, 100
38131, 100
38132, 200
38133, 100
38134, 0
38135, 0
38136, 100
38137, 100
38138, 100
38139, 0
38140, 0
38141, 0
38142, 100
38143, 100
38144, 100
38145, 100
38146, 100
38147, 0
38148, 0
38149, 0
38150, 0
38151, 100
38152, 100
38153, 100
38154, 100
38155, 100
38156, 100
38157, 100
38158, 0
38159, 100
38160, 100
38161, 100
38162, 100
38163, 100
38164, 100
38165, 100
38166, 200
38167, 100
38168, 100
38169, 0
38170, 0
38171, 0
38172, 0
38173, 100
38174, 100
38175, 100
38176, 0
38177, 100
38178, 100
38179, 100
38180, 100
38181, 100
38182, 100
38183, 100
38184, 100
38185, 100
38186, 100
38187, 100
38188, 100
38189, 100
38190, 0
38191, 0
38192, 100
38193, 100
38194, 100
38195, 100
38196, 100
38197, 100
38198, 100
38199, 100
38200, 100
38201, 100
38202, 100
38203, 100
38204, 100
38205, 200
38206, 200
38207, 0
38208, 0
38209, 0
38210, 100
38211, 100
38212, 100
38213, 100
38214, 100
38215, 100
38216, 100
38217, 100
38218, 0
38219, 0
38220, 0
38221, 100
38222, 100
38223, 100
38224, 200
38225, 100
38226, 100
38227, 100
38228, 100
38229, 100
38230, 100
38231, 0
38232, 0
38233, 200
38234, 0
38235, 0
38236, 0
38237, 0
38238, 100
38239, 200
38240, 100
38241, 100
38242, 100
38243, 100
38244, 0
38245, 0
38246, 0
38247, 100
38248, 100
38249, 200
38250, 100
38251, 100
38252, 100
38253, 100
38254, 100
38255, 100
38256, 0
38257, 100
38258, 200
38259, 100
38260, 100
38261, 0
38262, 0
38263, 0
38264, 0
38265, 100
38266, 200
38267, 200
38268, 100
38269, 100
38270, 100
38271, 100
38272, 0
38273, 100
38274, 100
38275, 100
38276, 0
38277, 0
38278, 100
38279, 100
38280, 100
38281, 100
38282, 100
38283, 0
38284, 200
38285, 100
38286, 100
38287, 100
38288, 100
38289, 0
38290, 100
38291, 100
38292, 100
38293, 100
38294, 100
38295, 100
38296, 100
38297, 100
38298, 400
38299, 100
38300, 0
38301, 0
38302, 100
38303, 200
38304, 100
38305, 100
38306, 200
38307, 100
38308, 100
38309, 100
38310, 100
38311, 200
38312, 100
38313, 300
38314, 200
38315, 100
38316, 100
38317, 0
38318, 100
38319, 100
38320, 100
38321, 100
38322, 0
38323, 100
38324, 100
38325, 0
38326, 100
38327, 100
38328, 100
38329, 100
38330, 0
38331, 100
38332, 100
38333, 100
38334, 100
38335, 100
38336, 0
38337, 0
38338, 100
38339, 0
38340, 0
38341, 100
38342, 100
38343, 100
38344, 100
38345, 100
38346, 100
38347, 100
38348, 0
38349, 0
38350, 200
38351, 100
38352, 200
38353, 100
38354, 100
38355, 100
38356, 100
38357, 100
38358, 200
38359, 100
38360, 100
38361, 0
38362, 0
38363, 100
38364, 0
38365, 100
38366, 200
38367, 200
38368, 0
38369, 200
38370, 100
38371, 100
38372, 0
38373, 100
38374, 100
38375, 100
38376, 100
38377, 100
38378, 100
38379, 100
38380, 200
38381, 100
38382, 0
38383, 100
38384, 0
38385, 0
38386, 100
38387, 0
38388, 0
38389, 0
38390, 100
38391, 100
38392, 100
38393, 0
38394, 0
38395, 100
38396, 100
38397, 0
38398, 0
38399, 0
38400, 0
38401, 100
38402, 100
38403, 200
38404, 0
38405, 0
38406, 0
38407, 100
38408, 200
38409, 100
38410, 100
38411, 100
38412, 100
38413, 100
38414, 100
38415, 0
38416, 100
38417, 100
38418, 200
38419, 100
38420, 100
38421, 100
38422, 100
38423, 100
38424, 100
38425, 0
38426, 100
38427, 100
38428, 0
38429, 0
38430, 0
38431, 100
38432, 100
38433, 200
38434, 100
38435, 0
38436, 0
38437, 100
38438, 100
38439, 0
38440, 100
38441, 100
38442, 200
38443, 100
38444, 300
38445, 100
38446, 100
38447, 100
38448, 200
38449, 100
38450, 100
38451, 100
38452, 100
38453, 200
38454, 100
38455, 200
38456, 100
38457, 100
38458, 100
38459, 100
38460, 0
38461, 100
38462, 200
38463, 200
38464, 100
38465, 200
38466, 100
38467, 100
38468, 0
38469, 0
38470, 100
38471, 100
38472, 0
38473, 0
38474, 100
38475, 100
38476, 0
38477, 100
38478, 0
38479, 100
38480, 100
38481, 100
38482, 100
38483, 100
38484, 100
38485, 100
38486, 100
38487, 200
38488, 100
38489, 100
38490, 100
38491, 100
38492, 100
38493, 100
38494, 0
38495, 0
38496, 100
38497, 100
38498, 100
38499, 100
38500, 300
38501, 200
38502, 100
38503, 100
38504, 0
38505, 0
38506, 100
38507, 100
38508, 100
38509, 100
38510, 100
38511, 0
38512, 200
38513, 0
38514, 100
38515, 100
38516, 100
38517, 0
38518, 0
38519, 0
38520, 100
38521, 100
38522, 200
38523, 100
38524, 100
38525, 0
38526, 0
38527, 200
38528, 100
38529, 100
38530, 100
38531, 100
38532, 100
38533, 100
38534, 100
38535, 100
38536, 100
38537, 0
38538, 100
38539, 100
38540, 100
38541, 100
38542, 300
38543, 200
38544, 0
38545, 100
38546, 100
38547, 100
38548, 200
38549, 100
38550, 0
38551, 100
38552, 0
38553, 0
38554, 0
38555, 100
38556, 100
38557, 100
38558, 100
38559, 100
38560, 100
38561, 100
38562, 100
38563, 100
38564, 100
38565, 100
38566, 100
38567, 100
38568, 100
38569, 100
38570, 100
38571, 100
38572, 100
38573, 100
38574, 100
38575, 0
38576, 0
38577, 0
38578, 0
38579, 100
38580, 100
38581, 200
38582, 0
38583, 0
38584, 100
38585, 100
38586, 100
38587, 100
38588, 200
38589, 100
38590, 100
38591, 100
38592, 100
38593, 200
38594, 100
38595, 100
38596, 100
38597, 100
38598, 100
38599, 100
38600, 100
38601, 100
38602, 200
38603, 100
38604, 200
38605, 0
38606, 100
38607, 0
38608, 0
38609, 100
38610, 100
38611, 100
38612, 0
38613, 100
38614, 100
38615, 100
38616, 100
38617, 100
38618, 100
38619, 100
38620, 100
38621, 100
38622, 100
38623, 100
38624, 200
38625, 100
38626, 0
38627, 200
38628, 100
38629, 100
38630, 100
38631, 100
38632, 200
38633, 100
38634, 500
38635, 100
38636, 100
38637, 100
38638, 100
38639, 100
38640, 100
38641, 200
38642, 100
38643, 100
38644, 200
38645, 100
38646, 100
38647, 0
38648, 0
38649, 100
38650, 0
38651, 100
38652, 100
38653, 100
38654, 100
38655, 200
38656, 100
38657, 200
38658, 200
38659, 100
38660, 100
38661, 100
38662, 100
38663, 100
38664, 100
38665, 0
38666, 100
38667, 100
38668, 100
38669, 200
38670, 100
38671, 100
38672, 100
38673, 100
38674, 0
38675, 100
38676, 100
38677, 100
38678, 100
38679, 200
38680, 100
38681, 100
38682, 100
38683, 0
38684, 0
38685, 100
38686, 100
38687, 100
38688, 100
38689, 200
38690, 100
38691, 0
38692, 0
38693, 0
38694, 0
38695, 100
38696, 0
38697, 100
38698, 200
38699, 100
38700, 100
38701, 100
38702, 0
38703, 0
38704, 200
38705, 0
38706, 100
38707, 100
38708, 100
38709, 0
38710, 200
38711, 100
38712, 200
38713, 100
38714, 100
38715, 100
38716, 100
38717, 100
38718, 100
38719, 200
38720, 100
38721, 0
38722, 100
38723, 200
38724, 200
38725, 100
38726, 100
38727, 100
38728, 100
38729, 100
38730, 100
38731, 100
38732, 100
38733, 0
38734, 100
38735, 100
38736, 100
38737, 100
38738, 200
38739, 100
38740, 100
38741, 0
38742, 0
38743, 0
38744, 0
38745, 100
38746, 100
38747, 200
38748, 200
38749, 100
38750, 0
38751, 100
38752, 100
38753, 100
38754, 100
38755, 100
38756, 100
38757, 100
38758, 200
38759, 100
38760, 100
38761, 100
38762, 100
38763, 100
38764, 100
38765, 100
38766, 100
38767, 100
38768, 100
38769, 100
38770, 100
38771, 100
38772, 100
38773, 200
38774, 100
38775, 100
38776, 100
38777, 0
38778, 0
38779, 100
38780, 0
38781, 100
38782, 100
38783, 100
38784, 100
38785, 100
38786, 100
38787, 100
38788, 0
38789, 100
38790, 100
38791, 100
38792, 0
38793, 100
38794, 100
38795, 100
38796, 400
38797, 100
38798, 100
38799, 100
38800, 100
38801, 0
38802, 0
38803, 200
38804, 0
38805, 100
38806, 100
38807, 100
38808, 0
38809, 100
38810, 100
38811, 0
38812, 100
38813, 100
38814, 0
38815, 0
38816, 100
38817, 200
38818, 200
38819, 100
38820, 100
38821, 100
38822, 100
38823, 0
38824, 0
38825, 0
38826, 0
38827, 100
38828, 100
38829, 200
38830, 100
38831, 100
38832, 0
38833, 100
38834, 300
38835, 100
38836, 100
38837, 100
38838, 0
38839, 0
38840, 0
38841, 0
38842, 0
38843, 100
38844, 100
38845, 200
38846, 100
38847, 0
38848, 100
38849, 200
38850, 100
38851, 100
38852, 100
38853, 100
38854, 100
38855, 0
38856, 100
38857, 100
38858, 100
38859, 100
38860, 200
38861, 200
38862, 100
38863, 100
38864, 200
38865, 100
38866, 100
38867, 0
38868, 0
38869, 200
38870, 100
38871, 100
38872, 100
38873, 100
38874, 100
38875, 100
38876, 100
38877, 100
38878, 200
38879, 100
38880, 0
38881, 200
38882, 100
38883, 100
38884, 200
38885, 100
38886, 0
38887, 200
38888, 100
38889, 100
38890, 100
38891, 100
38892, 100
38893, 100
38894, 200
38895, 100
38896, 100
38897, 100
38898, 100
38899, 100
38900, 100
38901, 100
38902, 100
38903, 100
38904, 0
38905, 0
38906, 100
38907, 100
38908, 100
38909, 100
38910, 100
38911, 100
38912, 0
38913, 0
38914, 100
38915, 100
38916, 100
38917, 0
38918, 0
38919, 0
38920, 100
38921, 0
38922, 100
38923, 100
38924, 100
38925, 100
38926, 200
38927, 100
38928, 100
38929, 100
38930, 100
38931, 100
38932, 400
38933, 100
38934, 100
38935, 100
38936, 0
38937, 100
38938, 100
38939, 200
38940, 200
38941, 100
38942, 100
38943, 100
38944, 100
38945, 100
38946, 0
38947, 0
38948, 0
38949, 0
38950, 100
38951, 100
38952, 100
38953, 0
38954, 0
38955, 100
38956, 100
38957, 200
38958, 100
38959, 100
38960, 100
38961, 100
38962, 100
38963, 100
38964, 100
38965, 200
38966, 100
38967, 100
38968, 200
38969, 100
38970, 100
38971, 100
38972, 100
38973, 0
38974, 0
38975, 0
38976, 100
38977, 200
38978, 100
38979, 100
38980, 100
38981, 0
38982, 0
38983, 0
38984, 200
38985, 100
38986, 100
38987, 100
38988, 100
38989, 100
38990, 100
38991, 100
38992, 100
38993, 100
38994, 200
38995, 100
38996, 0
38997, 0
38998, 0
38999, 0
39000, 0
39001, 100
39002, 100
39003, 100
39004, 100
39005, 0
39006, 0
39007, 0
39008, 100
39009, 100
39010, 100
39011, 100
39012, 100
39013, 100
39014, 100
39015, 100
39016, 0
39017, 0
39018, 0
39019, 0
39020, 0
39021, 0
39022, 100
39023, 100
39024, 100
39025, 100
39026, 100
39027, 100
39028, 100
39029, 100
39030, 0
39031, 100
39032, 100
39033, 100
39034, 100
39035, 400
39036, 100
39037, 100
39038, 0
39039, 200
39040, 100
39041, 100
39042, 100
39043, 100
39044, 100
39045, 0
39046, 100
39047, 100
39048, 100
39049, 100
39050, 100
39051, 100
39052, 0
39053, 100
39054, 0
39055, 0
39056, 100
39057, 100
39058, 100
39059, 100
39060, 200
39061, 100
39062, 100
39063, 100
39064, 200
39065, 100
39066, 100
39067, 100
39068, 100
39069, 100
39070, 0
39071, 100
39072, 100
39073, 100
39074, 100
39075, 0
39076, 0
39077, 100
39078, 0
39079, 0
39080, 100
39081, 100
39082, 0
39083, 0
39084, 0
39085, 100
39086, 200
39087, 100
39088, 100
39089, 0
39090, 0
39091, 100
39092, 100
39093, 100
39094, 100
39095, 100
39096, 100
39097, 100
39098, 100
39099, 0
39100, 100
39101, 100
39102, 100
39103, 100
39104, 100
39105, 100
39106, 100
39107, 100
39108, 0
39109, 100
39110, 100
39111, 100
39112, 100
39113, 200
39114, 200
39115, 100
39116, 100
39117, 100
39118, 100
39119, 100
39120, 0
39121, 100
39122, 100
39123, 100
39124, 200
39125, 100
39126, 100
39127, 100
39128, 0
39129, 0
39130, 100
39131, 100
39132, 0
39133, 0
39134, 200
39135, 100
39136, 100
39137, 0
39138, 100
39139, 100
39140, 100
39141, 200
39142, 100
39143, 100
39144, 0
39145, 100
39146, 100
39147, 100
39148, 100
39149, 100
39150, 100
39151, 100
39152, 100
39153, 100
39154, 0
39155, 0
39156, 100
39157, 100
39158, 100
39159, 0
39160, 100
39161, 200
39162, 100
39163, 100
39164, 100
39165, 100
39166, 100
39167, 100
39168, 100
39169, 100
39170, 0
39171, 100
39172, 200
39173, 100
39174, 200
39175, 100
39176, 100
39177, 0
39178, 0
39179, 0
39180, 100
39181, 200
39182, 0
39183, 100
39184, 100
39185, 0
39186, 0
39187, 100
39188, 100
39189, 100
39190, 0
39191, 100
39192, 100
39193, 100
39194, 100
39195, 0
39196, 100
39197, 100
39198, 100
39199, 100
39200, 0
39201, 200
39202, 100
39203, 100
39204, 100
39205, 100
39206, 100
39207, 100
39208, 100
39209, 100
39210, 0
39211, 100
39212, 100
39213, 100
39214, 0
39215, 100
39216, 100
39217, 100
39218, 200
39219, 100
39220, 100
39221, 100
39222, 100
39223, 200
39224, 100
39225, 100
39226, 100
39227, 100
39228, 100
39229, 100
39230, 100
39231, 100
39232, 100
39233, 100
39234, 100
39235, 100
39236, 200
39237, 100
39238, 0
39239, 100
39240, 200
39241, 100
39242, 100
39243, 0
39244, 0
39245, 0
39246, 100
39247, 100
39248, 0
39249, 100
39250, 100
39251, 100
39252, 0
39253, 100
39254, 100
39255, 0
39256, 100
39257, 200
39258, 200
39259, 100
39260, 100
39261, 200
39262, 100
39263, 100
39264, 100
39265, 100
39266, 100
39267, 200
39268, 100
39269, 100
39270, 100
39271, 100
39272, 100
39273, 100
39274, 0
